year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,county_padded,fips_full,GDD_GS,KDD_GS,TMAX_AVG_GS,PREC_GS,CHD_GS,GDD_SGF,KDD_SGF,TMAX_AVG_SGF,PREC_SGF,CHD_SGF
1942,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.0,,27.68518518518518,542.798,003,17003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1943,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.0,,27.87037037037037,587.756,003,17003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1944,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.0,,28.34259259259259,514.6039999999999,003,17003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1945,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.0,,26.842592592592595,992.124,003,17003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1946,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,27.2962962962963,700.2779999999999,003,17003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1947,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",26.0,,27.972222222222225,567.6899999999999,003,17003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1948,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.0,,28.40740740740741,524.51,003,17003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1949,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.0,,27.37962962962963,518.4140000000001,003,17003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1950,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.0,,25.898148148148152,759.714,003,17003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1951,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,27.129629629629623,623.0619999999999,003,17003,2015.2200000000003,247.54999999999998,27.17573770491803,623.1400000000001,54.0,719.6500000000002,134.98,31.674347826086954,84.04999999999998,29.0
1952,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.0,,29.046296296296294,510.286,003,17003,2208.0699999999997,470.2199999999999,29.062295081967207,510.4,82.0,749.22,194.09000000000003,33.20304347826087,221.14000000000001,30.0
1953,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.0,,29.342592592592595,349.75800000000004,003,17003,2238.23,528.7499999999999,29.36939890710383,349.68,102.0,742.1899999999999,197.33999999999997,33.275652173913045,82.14,38.0
1954,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.0,,29.68518518518518,544.8299999999999,003,17003,2315.32,523.99,29.69743169398907,544.65,76.0,771.58,232.51000000000002,33.92391304347826,106.19,33.0
1955,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,28.972222222222218,608.584,003,17003,2251.7200000000003,348.79,28.99612021857923,608.76,73.0,761.39,168.17000000000002,32.63652173913043,176.34,32.0
1956,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.0,,28.36111111111111,485.64799999999997,003,17003,2112.3700000000003,331.6799999999999,28.393715846994542,485.90999999999997,67.0,741.6999999999999,173.30999999999997,32.73391304347826,92.15,29.0
1957,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,27.685185185185187,881.888,003,17003,2126.6800000000003,209.55,27.708688524590166,882.1500000000001,46.0,706.38,129.26,31.598695652173916,132.37,26.0
1958,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",36.0,,27.324074074074076,797.56,003,17003,2050.3500000000004,202.5900000000001,27.359453551912566,798.0399999999998,49.0,728.2,118.38000000000001,31.34847826086957,274.67,26.0
1959,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",49.0,,28.203703703703706,526.796,003,17003,2189.0400000000004,248.74000000000004,28.24857923497268,526.7499999999999,59.0,686.5299999999999,112.21000000000002,31.355217391304347,89.5,23.0
1960,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.0,,28.31481481481482,502.15799999999996,003,17003,2127.81,277.64,28.31950819672132,501.83,59.0,683.7300000000001,116.39999999999999,31.371086956521744,76.31,22.0
1961,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",56.0,,26.444444444444446,661.416,003,17003,1887.5899999999997,203.16999999999996,26.456939890710377,661.2800000000001,52.0,679.1999999999998,98.76,31.01739130434783,137.53000000000003,19.0
1962,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.0,,27.916666666666668,557.784,003,17003,2138.5100000000007,294.62000000000006,27.973606557377053,557.62,63.0,705.27,143.19,32.02891304347826,81.85000000000001,29.0
1963,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",61.0,,28.027777777777782,531.1139999999999,003,17003,2082.47,251.97,28.034153005464482,531.4300000000001,61.0,697.58,121.72000000000003,31.433478260869567,205.78,27.0
1964,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.0,,28.583333333333332,518.16,003,17003,2207.7999999999997,356.19,28.600546448087435,518.21,78.0,717.76,184.92000000000002,32.51,84.04999999999998,33.0
1965,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",49.0,,28.277777777777775,718.312,003,17003,2178.81,226.69,28.318797814207652,718.5,58.0,675.9,111.53999999999999,31.375217391304346,121.99000000000001,27.0
1966,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.0,,26.833333333333332,760.73,003,17003,1926.9800000000007,246.89999999999992,26.864972677595627,760.2899999999998,49.0,713.8100000000001,161.03000000000003,32.20369565217392,159.54,27.0
1967,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.0,,26.518518518518515,640.0799999999999,003,17003,1879.7200000000007,133.24,26.534316939890704,639.8599999999998,32.0,605.57,57.670000000000016,29.161304347826082,183.97999999999996,12.0
1968,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.0,,27.490740740740744,620.268,003,17003,2054.11,250.73000000000002,27.521748633879785,620.1300000000001,61.0,710.4100000000001,125.41,31.33326086956522,134.51999999999998,27.0
1969,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",74.0,,28.064814814814813,503.1739999999999,003,17003,2114.79,286.48,28.102568306010937,502.95,56.0,732.0899999999999,158.24,32.41282608695653,96.08,26.0
1970,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.0,,28.13888888888889,743.9659999999999,003,17003,2196.629999999999,258.70000000000005,28.157486338797817,743.9000000000003,63.0,690.4299999999998,126.17,31.148043478260874,130.40999999999997,23.0
1971,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80.0,,27.47222222222223,620.5219999999999,003,17003,2032.59,217.20000000000002,27.486393442622948,620.53,55.0,637.1700000000001,74.77000000000002,29.69195652173913,222.24,17.0
1972,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83.0,,27.444444444444443,748.5379999999999,003,17003,2071.0200000000004,228.21000000000004,27.460218579234965,748.5200000000001,54.0,649.3499999999999,91.27000000000001,30.10304347826087,254.95,19.0
1973,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83.0,,26.888888888888886,815.5939999999999,003,17003,2068.52,240.82000000000002,26.924043715846995,815.5300000000001,54.0,714.5500000000001,131.38,31.704565217391306,151.68,28.0
1974,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62.0,,26.472222222222225,604.52,003,17003,1931.5299999999995,193.16999999999996,26.513114754098357,604.4500000000002,41.0,703.8699999999999,141.32000000000005,31.896956521739135,93.56,29.0
1975,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",71.0,,26.87962962962963,735.076,003,17003,2030.3,233.88000000000002,26.912513661202183,734.96,49.0,670.09,102.25999999999999,30.59391304347826,232.64000000000004,18.0
1976,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.0,,26.712962962962962,575.8179999999999,003,17003,1858.6999999999998,182.69000000000003,26.739562841530052,575.75,41.0,652.2700000000001,112.72,30.66695652173913,180.99,21.0
1977,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.0,,28.87037037037037,666.242,003,17003,2313.8100000000004,316.4200000000001,28.893278688524596,666.32,58.0,749.9399999999999,158.63000000000002,32.28478260869565,131.32,23.0
1978,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.0,,28.12037037037037,554.7360000000001,003,17003,2172.8199999999993,330.91,28.15387978142076,554.5100000000002,68.0,708.43,138.9,31.629782608695656,122.00999999999999,26.0
1979,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.0,,26.620370370370367,710.9459999999999,003,17003,1975.03,198.39,26.64289617486338,710.7899999999997,45.0,696.11,98.25,30.725869565217398,189.93000000000004,17.0
1980,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",49.0,,29.027777777777775,429.26,003,17003,2239.6900000000005,520.86,29.072240437158467,429.32,76.0,807.69,284.79999999999995,35.16413043478261,99.23000000000002,34.0
1981,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.0,,27.39814814814815,709.6759999999999,003,17003,2059.37,191.42999999999998,27.412513661202194,709.79,44.0,708.4800000000001,118.74000000000001,31.330434782608698,195.26,26.0
1982,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.0,,27.138888888888886,598.6779999999999,003,17003,2027.0499999999997,204.14000000000004,27.192896174863385,598.6699999999998,37.0,721.89,140.84000000000003,31.841521739130435,105.41,24.0
1983,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.0,,27.87037037037037,648.2080000000001,003,17003,2103.92,472.24,27.928360655737713,648.3700000000001,80.0,778.4799999999999,246.07000000000002,34.289565217391306,30.61,37.0
1984,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.0,,27.018518518518515,543.052,003,17003,1979.0300000000004,261.55,27.042404371584702,542.87,57.0,687.24,113.28999999999999,31.338913043478264,119.09999999999998,24.0
1985,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.0,,27.65740740740741,745.998,003,17003,2121.2099999999996,220.23000000000008,27.685683060109298,746.1199999999999,48.0,724.44,139.37,31.926956521739132,126.44999999999999,30.0
1986,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.0,,28.740740740740737,673.862,003,17003,2282.3099999999995,307.76000000000005,28.764316939890705,674.0,65.0,741.3199999999999,166.21999999999997,32.49021739130435,168.34,28.0
1987,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",110.0,,29.296296296296294,471.1699999999999,003,17003,2307.86,372.11999999999995,29.33453551912569,470.96999999999997,73.0,749.0699999999999,169.11,32.62,136.57000000000002,30.0
1988,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80.0,,28.60185185185185,540.512,003,17003,2112.0000000000005,357.7799999999999,28.636885245901635,540.68,67.0,753.2500000000001,172.77,32.41739130434783,135.87,29.0
1989,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.0,,26.48148148148148,576.834,003,17003,1967.9299999999996,189.36,26.510000000000005,577.01,43.0,665.8200000000002,80.89999999999999,30.070217391304343,66.41999999999999,16.0
1990,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",112.0,,27.027777777777775,587.248,003,17003,2039.3600000000001,265.25000000000006,27.053060109289614,587.38,50.0,663.5300000000001,115.10000000000001,30.64326086956522,127.0,19.0
1991,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",76.0,,28.259259259259256,510.53999999999996,003,17003,2288.9900000000007,318.80000000000007,28.283060109289625,510.46000000000004,70.0,742.77,169.93999999999997,32.689130434782605,84.53999999999999,33.0
1992,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136.0,,26.537037037037038,518.668,003,17003,1952.16,132.67999999999998,26.573879781420757,518.56,33.0,687.0,84.21999999999998,30.4995652173913,155.52999999999997,21.0
1993,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.0,,27.009259259259256,697.4839999999999,003,17003,2093.4100000000003,294.1,27.057704918032783,697.5299999999999,57.0,766.23,162.39000000000001,32.33413043478261,106.33000000000001,30.0
1994,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",150.0,,27.43518518518518,559.5619999999999,003,17003,2042.56,205.42000000000007,27.445245901639343,559.64,48.0,673.48,86.11000000000001,30.5745652173913,112.93,20.0
1995,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.0,,27.62037037037037,671.8299999999999,003,17003,2124.1299999999997,281.43000000000006,27.649836065573776,671.78,58.0,740.3,144.23000000000002,31.838043478260868,163.82,27.0
1996,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.0,,27.074074074074076,637.794,003,17003,2057.77,242.90000000000003,27.119234972677603,637.8299999999999,59.0,670.1500000000001,88.66999999999999,30.620217391304344,95.65,19.0
1997,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.0,,26.287037037037038,637.7939999999999,003,17003,1925.2799999999997,206.48,26.326885245901643,637.6800000000001,47.0,705.84,126.2,31.316739130434787,126.53999999999999,26.0
1998,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.0,,28.34259259259259,737.362,003,17003,2313.7200000000003,321.4799999999999,28.356557377049175,737.58,75.0,726.93,90.94,30.471304347826088,232.58999999999997,19.0
1999,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.0,,28.472222222222218,458.21599999999995,003,17003,2200.14,319.64999999999986,28.508142076502732,458.48,68.0,757.25,181.93999999999997,32.807391304347824,66.79,35.0
2000,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139.0,,27.583333333333332,546.0999999999999,003,17003,2127.19,248.45,27.61901639344263,545.73,54.0,707.1800000000001,116.13,31.198478260869564,112.91,29.0
2001,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.0,,28.055555555555554,610.362,003,17003,2213.19,220.34,28.089071038251383,610.01,47.0,747.84,122.88,31.52369565217391,280.9,24.0
2002,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.0,,28.35185185185185,776.2239999999999,003,17003,2302.26,317.45000000000005,28.36792349726776,776.1400000000001,71.0,781.22,173.68999999999997,32.710434782608694,101.70999999999998,35.0
2003,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147.0,,26.972222222222218,828.0400000000001,003,17003,2053.14,184.13000000000002,27.000928961748638,828.3200000000002,43.0,708.0,93.84000000000002,30.92586956521739,116.38000000000001,24.0
2004,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.0,,27.240740740740744,505.20599999999996,003,17003,2078.5300000000007,124.45000000000002,27.25743169398908,500.7699999999999,30.0,636.3499999999999,66.09,29.389565217391304,128.26999999999998,16.0
2005,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147.0,,28.37037037037037,655.5740000000001,003,17003,2246.04,330.76000000000005,28.38857923497268,655.6400000000002,69.0,754.4100000000001,164.8,32.23826086956522,206.89,30.0
2006,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.0,,27.888888888888886,713.9939999999999,003,17003,2163.2699999999995,266.34,27.908306010928975,713.7599999999999,52.0,747.24,148.62,32.05630434782609,200.02000000000004,26.0
2007,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.0,,29.064814814814813,421.894,003,17003,2322.01,402.59,29.090601092896176,421.64999999999986,79.0,729.14,163.39,32.41673913043478,74.67,29.0
2008,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.0,,27.175925925925924,644.906,003,17003,2075.12,226.01,27.199071038251358,645.06,53.0,701.38,115.15,31.30282608695652,128.18,24.0
2009,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161.0,,26.90740740740741,671.322,003,17003,2068.1,172.07999999999998,26.909453551912566,671.22,37.0,647.5000000000002,61.48000000000002,29.671739130434784,167.75000000000003,17.0
2010,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.8,,29.592592592592595,527.812,003,17003,2440.4599999999996,446.96000000000004,29.607704918032777,527.87,78.0,809.5,225.71,33.9008695652174,98.25,34.0
2011,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.2,,28.11111111111111,1005.5860000000001,003,17003,2235.0399999999995,375.41,28.138961748633875,1005.4799999999998,69.0,794.1000000000001,197.19,33.260000000000005,101.66,31.0
2012,17,003,nan,8,,,,29.935185185185187,334.01,003,17003,2341.75,515.1899999999999,29.979672131147538,333.97999999999996,81.0,798.4599999999999,266.2900000000001,34.73021739130434,78.12,34.0
2013,17,003,nan,8,,,,27.018518518518515,573.278,003,17003,2061.36,206.00000000000003,27.037814207650282,573.28,47.0,636.82,57.7,29.178695652173907,138.81,10.0
2014,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.8,,27.333333333333332,631.6980000000001,003,17003,2096.85,205.04000000000002,27.348579234972682,631.8700000000001,42.0,616.9,62.359999999999985,29.524130434782613,111.12,12.0
2015,17,003,nan,8,,,,27.851851851851848,694.436,003,17003,2216.6800000000003,236.52999999999994,27.87103825136612,694.6600000000001,48.0,741.74,111.29999999999998,31.211304347826086,280.76,23.0
2016,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131.5,,28.361111111111114,781.558,003,17003,2282.6399999999994,310.36999999999995,28.372459016393435,781.3499999999999,62.0,768.3599999999999,133.26999999999998,31.74065217391305,310.33,25.0
2017,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.4,,28.037037037037038,601.472,003,17003,2180.1900000000005,224.23,28.055027322404374,601.6499999999999,55.0,696.4099999999999,108.56,30.881086956521738,93.66,25.0
2018,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.4,,28.314814814814813,688.086,003,17003,2344.41,360.7300000000001,28.368688524590155,684.8599999999999,78.0,741.22,138.09000000000003,31.82978260869565,68.99,30.0
2019,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.2,,28.398148148148152,811.276,003,17003,2300.2699999999995,298.7899999999999,28.33229508196721,811.12,65.0,736.8,123.89,31.494565217391305,211.71,26.0
2020,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.7,2.4,27.0,623.57,003,17003,2064.0199999999995,225.98999999999995,26.98879781420765,564.5999999999999,45.0,739.16,131.87,31.563043478260866,180.24999999999997,20.0
2021,17,003,nan,8,,,,27.638888888888886,578.612,003,17003,2185.16,245.64,27.607158469945357,593.0799999999999,50.0,713.89,101.95999999999998,31.00195652173914,213.78,19.0
2022,17,003,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.2,2.8,28.314814814814813,515.874,003,17003,2230.6900000000005,344.21000000000004,28.26950819672132,502.11000000000007,65.0,762.93,163.56,32.38065217391304,111.35000000000001,26.0
2023,17,003,nan,8,,,,28.009259259259256,706.6279999999999,003,17003,2188.5299999999997,256.07000000000005,28.280437158469944,514.53,56.0,717.18,106.02000000000001,31.004782608695653,244.4,19.0
1926,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",25.0,,26.324074074074076,610.616,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1927,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",23.0,,25.166666666666668,726.1859999999999,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1928,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",27.0,,25.194444444444443,598.9319999999999,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1929,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",24.0,,25.685185185185187,783.336,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1930,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",14.0,,28.472222222222225,341.376,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1931,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",25.0,,27.759259259259256,488.18799999999993,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1932,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,27.25,597.154,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1933,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",10.0,,28.287037037037038,553.466,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1934,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",16.0,,28.361111111111114,509.77799999999996,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1935,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",24.0,,25.194444444444446,685.0379999999999,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1936,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",7.0,,29.175925925925924,385.06399999999996,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1937,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.0,,26.574074074074076,581.66,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1938,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.0,,26.64814814814815,573.532,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1939,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.0,,26.379629629629633,675.6399999999999,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1940,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.0,,26.092592592592595,456.692,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1941,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.0,,27.870370370370367,553.9739999999999,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1942,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.0,,25.85185185185186,692.404,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1943,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",26.0,,26.407407407407405,632.46,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1944,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",26.0,,27.14814814814814,667.512,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1945,17,005,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.0,,24.935185185185187,782.574,005,17005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
