year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,fips,tmax_m01,tmax_m02,tmax_m03,tmax_m04,tmax_m05,tmax_m06,tmax_m07,tmax_m08,tmax_m09,tmax_m10,tmax_m11,tmax_m12,prcp_m01,prcp_m02,prcp_m03,prcp_m04,prcp_m05,prcp_m06,prcp_m07,prcp_m08,prcp_m09,prcp_m10,prcp_m11,prcp_m12
2003,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.0,,25.222222222222225,648.7159999999999,17001,-0.15516129032258066,1.9442857142857142,11.573225806451612,18.236333333333334,22.55516129032258,26.20633333333333,29.945483870967742,30.521290322580644,23.892,19.664516129032258,11.694666666666667,5.132258064516129,18.83,33.15,57.540000000000006,95.84,85.62,102.67,126.91,74.6,163.07,52.97,74.75999999999999,90.17999999999999
2004,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",195.0,,25.203703703703702,606.5519999999999,17001,0.6467741935483869,3.51448275862069,12.709354838709677,18.963,24.807419354838707,26.242,28.085483870967742,26.36225806451613,26.8,18.198709677419355,11.616999999999999,4.847741935483871,19.34,16.04,77.92,50.709999999999994,128.48,79.07,84.47,233.82,29.680000000000003,144.11,108.61,44.04
2005,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.0,,27.416666666666668,431.2919999999999,17001,2.293225806451613,7.310714285714285,10.330645161290322,19.60666666666667,23.55838709677419,30.403333333333332,31.771935483870966,30.743225806451612,28.458666666666666,19.11741935483871,12.674333333333333,0.9364516129032259,114.78,52.06,25.769999999999996,80.03,40.6,67.99,39.41,109.87,93.2,58.66,52.29,25.59
2006,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.0,,26.60185185185185,443.992,17001,7.7625806451612895,5.402857142857143,11.207096774193548,21.642333333333333,23.259354838709676,28.231333333333332,32.06741935483871,30.177419354838708,24.207666666666668,16.928709677419352,12.923666666666666,6.275161290322581,56.04,5.58,98.31,68.37,40.4,89.61,70.89,105.10000000000001,69.48,53.96,79.44999999999999,56.79
2007,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.0,,27.06481481481481,389.382,17001,3.1629032258064513,-0.3514285714285715,15.156774193548388,16.373,25.905161290322578,28.603333333333335,29.774193548387096,32.949354838709674,28.793999999999997,21.43,11.718,2.258709677419355,57.75,52.410000000000004,83.96,93.32000000000001,53.55,99.02000000000001,29.44,81.35,32.7,70.4,39.76,81.92
2008,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.0,,24.703703703703702,911.606,17001,3.2783870967741935,0.7993103448275862,9.858709677419355,16.224333333333334,21.419999999999998,28.31833333333333,29.47451612903226,28.307096774193546,24.418333333333333,18.254193548387097,10.432666666666668,2.5880645161290325,60.24,104.99,68.71,120.98,108.93,219.77,170.22,51.67,240.26999999999998,65.63,17.060000000000002,90.36
2009,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.0,,24.444444444444446,727.9639999999999,17001,-0.5825806451612904,6.785714285714286,12.202903225806452,16.423666666666666,23.271290322580644,28.479,27.07935483870968,27.116774193548387,24.295,14.01258064516129,13.407,1.7712903225806451,4.24,50.769999999999996,133.5,160.68,138.17000000000002,115.65,73.19,190.32,50.16,206.27,103.19,72.53
2010,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.9,,26.953703703703702,1017.016,17001,-2.7819354838709676,0.02892857142857147,11.421290322580646,22.126666666666665,22.98967741935484,29.692,30.73225806451613,30.80322580645161,25.42366666666667,21.15741935483871,12.727,0.3445161290322581,35.22,47.07,67.61,132.4,144.5,240.43,277.45,87.86,134.35,29.68,25.04,37.11
2011,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.8,,26.01851851851852,583.9459999999999,17001,-1.3606451612903225,3.371785714285714,10.766451612903225,17.738666666666667,22.350967741935484,27.775,32.67967741935484,31.239032258064515,24.403000000000002,20.736129032258066,12.495666666666667,6.15258064516129,36.96,58.730000000000004,31.98,104.54,121.72,274.55,37.11,11.67,34.370000000000005,35.33,138.91,76.56
2012,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",76.0,,27.98148148148148,391.414,17001,5.206774193548387,7.287931034482758,19.27806451612903,19.644333333333336,26.84161290322581,29.970666666666666,35.28516129032258,31.12516129032258,25.000999999999998,17.57935483870968,11.446333333333333,6.5280645161290325,19.4,27.34,38.2,91.1,45.29,33.29,40.07,74.59,106.84,126.19,30.310000000000002,39.72
2013,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.3,,25.53703703703704,643.128,17001,3.6861290322580644,3.4989285714285714,5.616451612903226,15.666333333333334,22.91290322580645,27.684,29.249354838709678,29.66516129032258,28.137999999999998,18.82935483870968,9.424666666666667,1.8296774193548386,75.64,61.25,67.39999999999999,185.74,267.65,75.55,46.75,3.6100000000000003,64.07,70.74,55.13,31.44
2014,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.4,,24.953703703703702,790.702,17001,-0.6874193548387096,-2.015,8.201612903225806,17.894,23.72193548387097,28.110666666666667,27.192258064516132,28.433225806451613,24.37933333333333,17.981612903225805,6.8389999999999995,4.178387096774194,25.08,53.17,26.77,102.47,63.589999999999996,206.12,92.21000000000001,165.55,161.12,143.17,26.38,32.4
2015,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",158.1,,26.06481481481481,799.592,17001,1.9293548387096775,-1.320714285714286,10.360000000000001,20.129666666666665,23.736129032258066,27.229,28.93516129032258,28.098387096774193,28.286333333333335,19.64258064516129,13.568999999999999,8.603225806451613,25.89,39.449999999999996,31.759999999999998,56.91,129.43,279.17,232.76,62.559999999999995,39.03,34.370000000000005,153.9,153.61
2016,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.1,,26.38888888888889,612.14,17001,1.4680645161290322,6.38551724137931,14.20774193548387,18.384,22.59774193548387,31.067,29.49258064516129,29.07225806451613,27.73933333333333,21.641612903225806,15.285333333333334,2.3454838709677417,15.55,9.55,42.22,79.12,106.76,26.23,174.38,159.03,66.97,43.19,36.17,27.03
2017,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.2,,26.444444444444446,599.1859999999999,17001,3.729032258064516,11.941785714285714,12.183548387096774,19.692999999999998,23.135483870967743,29.173333333333336,31.469032258064516,27.509677419354837,27.717,19.90774193548387,11.089,4.118709677419354,31.49,15.780000000000001,94.49,170.82,142.31,97.30999999999999,59.77,112.89,16.439999999999998,123.15,37.35,9.83
2018,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.8,,26.84259259259259,544.068,17001,1.2374193548387096,5.021428571428571,9.004838709677419,13.760666666666667,28.767096774193547,30.672666666666668,30.44967741935484,30.135806451612904,27.243999999999996,17.936774193548384,5.782333333333333,5.429677419354839,31.32,85.69,98.84,24.58,60.71,70.78,87.17,158.72,141.78,150.88,63.620000000000005,55.2
2019,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.1,,25.79629629629629,798.83,17001,0.7567741935483872,1.9492857142857143,8.142903225806451,17.61,22.089032258064517,27.198,31.07032258064516,28.01516129032258,28.047666666666665,16.769032258064517,8.038666666666666,7.256774193548387,73.49,41.68,115.38999999999999,101.05,244.8,134.1,56.550000000000004,136.72,125.53,106.24,44.480000000000004,33.49
2020,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.5,3.0,24.96296296296296,632.7139999999999,17001,2.9374193548387098,4.087241379310345,11.98258064516129,16.46333333333333,20.88935483870968,29.166999999999998,30.456451612903226,28.78774193548387,24.338,16.778709677419354,14.469333333333333,5.466774193548387,69.66,31.8,92.76,100.81,115.88,171.91,152.08,16.16,78.42,37.29,61.7,39.82
2021,17,1,,3,,,,25.66666666666667,697.23,17001,1.917741935483871,-2.841785714285714,13.700645161290323,17.455333333333332,21.201290322580647,29.122,28.78548387096774,29.664193548387097,27.852333333333334,19.937096774193545,11.474666666666668,10.501935483870968,49.93000000000001,25.439999999999998,120.45,129.14,130.62,178.26,158.26,60.56,39.839999999999996,203.02,16.12,32.76
2022,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200.8,3.8,25.65740740740741,570.4839999999999,17001,-0.3151612903225806,3.3728571428571428,11.814516129032258,15.644,23.984516129032258,29.263666666666666,29.726451612903226,29.536451612903225,26.032,19.021612903225805,11.649333333333335,3.4961290322580645,20.959999999999997,46.62,98.28999999999999,93.24,104.27,104.82000000000001,132.28,20.41,109.77000000000001,61.04,45.03,40.379999999999995
2023,17,1,3.0,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.7,2.6,26.89814814814815,350.01200000000006,17001,4.559677419354839,8.178571428571429,9.920967741935485,19.894000000000002,24.76483870967742,29.545333333333335,30.791612903225804,29.038709677419355,27.390666666666668,20.0841935483871,12.312000000000001,8.301935483870968,31.419999999999998,86.24,60.09,36.86,56.61,46.370000000000005,65.22,121.93,16.91,66.5,11.57,74.04
1926,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",29.0,,27.944444444444443,497.84,17003,,,,,,,,,,,,,,,,,,,,,,,,
1927,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",27.0,,26.870370370370367,970.026,17003,,,,,,,,,,,,,,,,,,,,,,,,
1928,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",18.0,,26.305555555555557,791.4639999999999,17003,,,,,,,,,,,,,,,,,,,,,,,,
1929,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",24.0,,26.96296296296296,691.1339999999999,17003,,,,,,,,,,,,,,,,,,,,,,,,
1930,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",15.0,,29.259259259259256,278.13,17003,,,,,,,,,,,,,,,,,,,,,,,,
1931,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.0,,28.53703703703704,497.332,17003,,,,,,,,,,,,,,,,,,,,,,,,
1932,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.0,,28.48148148148148,518.16,17003,,,,,,,,,,,,,,,,,,,,,,,,
1933,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.0,,28.509259259259256,773.1759999999999,17003,,,,,,,,,,,,,,,,,,,,,,,,
1934,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",15.0,,29.203703703703702,480.06,17003,,,,,,,,,,,,,,,,,,,,,,,,
1935,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",25.0,,26.824074074074076,620.7760000000001,17003,,,,,,,,,,,,,,,,,,,,,,,,
1936,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19.0,,29.925925925925924,364.7439999999999,17003,,,,,,,,,,,,,,,,,,,,,,,,
1937,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,28.0,542.798,17003,,,,,,,,,,,,,,,,,,,,,,,,
1938,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.0,,28.361111111111114,484.124,17003,,,,,,,,,,,,,,,,,,,,,,,,
1939,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",29.0,,28.231481481481485,433.324,17003,,,,,,,,,,,,,,,,,,,,,,,,
1940,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,27.02777777777777,461.0099999999999,17003,,,,,,,,,,,,,,,,,,,,,,,,
1941,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.0,,29.666666666666668,388.1119999999999,17003,,,,,,,,,,,,,,,,,,,,,,,,
1942,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.0,,27.68518518518518,542.798,17003,,,,,,,,,,,,,,,,,,,,,,,,
1943,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.0,,27.87037037037037,587.756,17003,,,,,,,,,,,,,,,,,,,,,,,,
1944,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.0,,28.34259259259259,514.6039999999999,17003,,,,,,,,,,,,,,,,,,,,,,,,
1945,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.0,,26.842592592592595,992.124,17003,,,,,,,,,,,,,,,,,,,,,,,,
1946,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,27.2962962962963,700.2779999999999,17003,,,,,,,,,,,,,,,,,,,,,,,,
1947,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",26.0,,27.972222222222225,567.6899999999999,17003,,,,,,,,,,,,,,,,,,,,,,,,
1948,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.0,,28.40740740740741,524.51,17003,,,,,,,,,,,,,,,,,,,,,,,,
1949,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.0,,27.37962962962963,518.4140000000001,17003,,,,,,,,,,,,,,,,,,,,,,,,
1950,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.0,,25.898148148148152,759.714,17003,,,,,,,,,,,,,,,,,,,,,,,,
1951,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,27.129629629629623,623.0619999999999,17003,6.8264516129032256,8.602857142857143,12.785806451612904,17.534333333333333,26.82774193548387,28.76966666666667,31.33483870967742,32.12612903225806,26.169666666666668,22.356129032258064,9.288333333333332,8.262258064516129,145.32,142.94,68.36,81.87,58.23,209.95,72.04,65.11,135.94,66.22999999999999,190.51,145.89
1952,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.0,,29.04629629629629,510.286,17003,9.332258064516129,11.123793103448275,13.272258064516128,19.523666666666667,26.04,35.20666666666667,33.914838709677426,31.720967741935485,27.817999999999998,20.392258064516128,13.83,7.925806451612903,103.01,100.89999999999999,191.26999999999998,83.61,76.06,30.03,88.53999999999999,134.73,97.43,25.42,76.52,77.2
1953,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.0,,29.342592592592595,349.75800000000004,17003,8.058709677419355,11.303214285714287,16.07032258064516,18.324333333333335,25.980645161290322,33.98266666666667,33.41129032258065,33.02709677419355,31.346666666666668,24.66354838709677,14.952,8.211612903225806,90.66,43.81,172.88,110.32,88.55,55.42999999999999,49.66,33.230000000000004,12.489999999999998,52.5,29.869999999999997,51.92
1954,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.0,,29.68518518518518,544.8299999999999,17003,6.8351612903225805,14.314642857142857,13.526451612903225,23.676333333333332,23.22290322580645,31.866666666666667,34.880322580645164,33.42193548387097,31.03533333333333,21.015806451612903,14.403333333333334,7.833548387096775,115.08,64.98,55.46,80.67,110.49000000000001,112.09,47.7,97.74,95.96,92.49,25.61,170.72
1955,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,28.972222222222214,608.584,17003,7.09741935483871,8.772857142857143,14.531290322580643,23.216333333333335,26.348709677419354,27.647666666666666,32.92322580645161,32.6058064516129,31.072,21.649677419354838,13.068666666666667,6.819677419354838,15.06,69.13,147.2,124.67,141.78,109.16,147.92000000000002,40.42,44.81,83.42,58.559999999999995,13.2
1956,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.0,,28.36111111111111,485.648,17003,5.111290322580645,9.62448275862069,14.59741935483871,20.011333333333333,26.543548387096774,30.054666666666666,32.130967741935486,32.55483870967742,28.865333333333336,25.101935483870967,14.135333333333334,10.86483870967742,56.2,174.76,60.32,92.78,102.7,101.4,72.39,53.410000000000004,63.23,46.9,90.69,76.87
1957,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,27.685185185185187,881.888,17003,3.710322580645161,10.448214285714286,12.880967741935484,21.467,25.51516129032258,29.752666666666666,31.423548387096773,31.206451612903226,26.720000000000002,19.63258064516129,12.710666666666667,11.008709677419354,127.23,94.78,61.53,239.88,290.57,165.19,87.12,56.38,43.01,107.79,276.1,167.1
1958,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",36.0,,27.32407407407408,797.56,17003,4.629354838709677,3.6660714285714286,8.768709677419354,19.892666666666667,25.914193548387097,29.42233333333333,30.837741935483873,30.848064516129032,27.057666666666666,22.11709677419355,15.947666666666667,5.599677419354839,73.17,39.4,165.67,110.38,95.6,189.5,214.9,94.10000000000001,93.56,31.28,115.71000000000001,17.939999999999998
1959,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",49.0,,28.203703703703702,526.796,17003,5.467741935483871,8.724285714285715,14.990645161290322,21.051,27.193225806451615,29.516000000000002,31.338387096774195,31.80290322580645,28.403666666666666,21.364193548387096,10.830666666666668,9.229032258064517,126.34,86.5,62.67,53.61,133.35,78.89,69.1,80.75,111.05000000000001,88.54,59.51,104.23
1960,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.0,,28.31481481481482,502.158,17003,6.446774193548387,5.7748275862068965,5.652903225806452,22.669666666666668,24.59967741935484,29.816666666666666,30.970967741935485,31.845483870967744,29.932666666666666,21.818709677419356,14.061666666666667,4.643548387096774,75.63000000000001,50.059999999999995,67.83,76.95,101.24000000000001,135.42000000000002,54.31,66.17,67.74000000000001,71.65,101.91,122.51
1961,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",56.0,,26.444444444444446,661.416,17003,5.1812903225806455,10.815357142857142,14.606451612903227,17.035666666666668,22.885806451612904,28.983666666666668,31.054516129032255,29.930967741935483,28.701,22.600322580645162,12.939666666666666,6.410967741935484,36.54,119.63,180.11,103.63,222.02,112.26,116.51,68.59,38.27,26.0,183.03,112.76
1962,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.0,,27.916666666666668,557.784,17003,4.397096774193549,10.203571428571427,10.619677419354838,18.657666666666668,30.207741935483874,29.589,32.28193548387097,31.634838709677418,25.130333333333333,22.429032258064513,12.82,6.314838709677419,135.13,161.94,125.97,79.78999999999999,80.22,103.57,61.12,104.09,128.82999999999998,98.16,32.32,68.94
1963,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",61.0,,28.027777777777786,531.1139999999999,17003,2.6770967741935485,5.682142857142857,17.325483870967744,21.879666666666665,25.43548387096774,31.087666666666667,31.116451612903226,30.64483870967742,27.937666666666665,27.538709677419355,15.299333333333333,2.313548387096774,21.3,21.130000000000003,171.95,62.08,98.67,74.41000000000001,128.91,111.08,56.28,3.9000000000000004,63.480000000000004,35.42
1964,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.0,,28.58333333333333,518.16,17003,8.24258064516129,7.992413793103449,14.379032258064516,21.75766666666667,26.933870967741935,31.307333333333336,32.44967741935484,31.391612903225806,27.59733333333333,21.135806451612904,15.883000000000001,7.339677419354839,37.52,62.38,311.74,116.03999999999999,68.38,41.38,71.21,89.0,132.20000000000002,0.01,84.36,90.71
1965,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",49.0,,28.27777777777777,718.312,17003,7.647419354838711,8.657857142857143,8.458709677419353,22.136333333333333,27.993548387096773,29.959666666666667,31.393870967741936,31.43516129032258,26.79866666666667,21.134516129032257,16.37666666666667,11.15709677419355,80.5,117.1,111.3,93.81,89.91,121.19,104.57,71.47,237.55,33.6,35.3,45.56
1966,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.0,,26.83333333333333,760.73,17003,2.8938709677419356,6.200714285714286,15.138387096774194,18.180999999999997,24.330000000000002,30.471666666666668,33.65935483870968,28.966451612903228,25.369333333333334,19.87548387096774,14.520000000000001,7.097096774193548,112.88,96.88,25.349999999999998,216.02,199.53,54.95,88.32,95.4,106.07,43.43,72.82,126.07
1967,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.0,,26.518518518518515,640.0799999999999,17003,8.740322580645161,6.699285714285714,16.75032258064516,22.341333333333335,24.0,29.601999999999997,29.50483870967742,28.40774193548387,25.273,21.59161290322581,11.351,8.416129032258064,43.84,62.64000000000001,65.16,66.98,193.62,83.27000000000001,109.17,86.78999999999999,100.03,129.38,80.75999999999999,153.83
1968,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.0,,27.490740740740744,620.268,17003,4.244516129032259,4.630000000000001,13.960967741935484,20.517999999999997,23.765483870967742,31.019333333333336,31.622258064516128,31.07774193548387,26.997666666666664,21.34741935483871,12.043333333333333,6.476451612903226,45.04,40.449999999999996,154.46,139.25,158.76999999999998,78.86,80.35,55.03,107.86999999999999,47.58,126.55,143.9
1969,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",74.0,,28.064814814814813,503.1739999999999,17003,5.46741935483871,6.9174999999999995,10.48,20.3,26.05354838709677,30.7,32.89225806451613,31.187741935483867,27.287666666666667,20.996451612903225,12.296666666666665,5.235161290322581,217.37,40.25,65.03,134.52,72.81,97.18,89.74000000000001,36.09,72.61,114.55,84.62,110.86
1970,17,3,8.0,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.0,,28.13888888888889,743.9659999999999,17003,2.8435483870967744,6.536785714285714,10.012258064516129,21.366666666666667,27.24516129032258,28.658666666666665,31.551612903225806,30.756129032258062,29.197333333333333,20.406774193548387,12.693666666666667,9.700645161290321,22.1,70.29,170.95,180.31,122.61999999999999,165.28,27.52,114.31,133.85999999999999,99.93,53.269999999999996,80.38
